,im,like,people,one,get,amp,good,know,time,day,would,really,love,think,us,see,even,make,thats,cant,much,go,still,great,want,got,never,well,also,back,today,u,happy,going,way,new,life,feel,ive,always,work,say,bad,right,thank,ill,many,first,look,best,take,hope,may,please,every,things,sorry,something,better,sad,thing,man,said,hes,years,someone,last,help,fun,keep,beautiful,poor,home,super,trump,nice,lol,give,little,getting,lot,done,sure,god,yes,let,live,oh,evil,use,game,funny,family,damaging,long,rejected,perfect,cold,theyre,find,broken,since,miserable,care,proud,scared,hard,two,theres,stop,show,big,without,times,thought,quality,grief,around,put,trying,real,covid,try,enough,intelligent,regret,money,stay,grieving,already,deprived,maybe,though,smile,generous,support,lucky,away,pretty,end,exciting,old,job,part,believe,celebration,heart,must,hate,gross,video,whole,adventure,news,saying,yet,wait,start,bleak,birthday,remember,used,story,via,school,seen,place,motivating,team,house,check,high,kids,lets,lively,kind
today,0.3289368,0.19004785,0.047754902,0.23468797,0.16871406,0.23092511,0.17955339,0.2607454,0.36681813,0.6573889,0.11767502,0.32105365,0.26872638,0.13706319,0.21388042,0.22965655,0.19309102,0.18233666,0.026946075,0.07031753,0.25521368,0.15639758,0.39201668,0.19625865,0.1304759,0.20064737,0.23536618,0.30888015,0.36495155,0.32937467,1.0,0.16871428,0.5416341,0.18791609,0.27591264,0.114644356,0.20807008,0.31685165,0.33871147,0.34756848,0.4077292,0.17510511,0.15178089,0.066004254,0.35134205,0.22321473,0.25151598,0.21864258,0.15353818,0.107239984,0.07690994,0.44693357,0.42271778,0.22461753,0.21943863,0.28905848,0.3693652,0.3188076,0.25478765,0.3644304,0.18194035,-0.0036152569,0.11652352,0.033881895,0.30600548,0.16280337,0.3199439,0.237005,0.33175254,0.2146951,0.28601947,-0.16789876,0.41243026,0.28516746,-0.21839347,0.37579647,0.27962825,0.19974756,0.37069112,0.20264801,0.29836908,0.2180877,0.21877877,0.12893988,0.14860126,0.2374715,0.4828603,0.11625868,-0.30739713,-0.00012864503,0.22570692,-0.023276117,0.28989735,-0.16675147,0.27272096,0.073539056,0.18212573,0.2712156,0.05542754,0.21587747,0.0022667733,0.45652422,0.22663915,0.12242564,0.31714734,0.19134244,0.27004555,0.31681976,0.0205451,0.1029995,0.4010914,0.15868004,0.20837742,0.4306034,0.24942522,0.054678697,0.29845157,0.33711177,0.09598096,0.11031932,-0.072201535,0.19701841,0.28417546,0.15916362,-0.22365868,0.40427113,0.13701946,0.2762313,0.36017495,0.36887342,0.013541655,0.27679875,0.30505013,0.25525337,0.17569488,0.14982058,0.36421758,0.2943792,0.22441518,0.45194817,0.3681952,0.14309765,0.33203274,0.248804,0.023761883,0.65915316,0.2656236,0.08254448,0.058892384,-0.1357946,0.31870478,0.14575477,0.29642043,0.38610044,0.048151247,0.40027392,0.32761192,0.48471966,0.20228823,0.59401554,0.504916,0.24025446,0.20280738,0.2763889,0.5086528,0.18045284,0.39033377,0.16335128,0.3470254,0.24825837,0.45075998,0.21090674,0.41909522,0.29959217,0.19251242,0.1559654
u,0.27800372,0.25093308,0.34379283,0.23648123,0.32892108,0.30637115,0.2064761,0.4695977,0.22975117,0.11794906,0.36638963,0.41047472,0.51895887,0.2479248,0.35590154,0.26861382,0.2711875,0.17663896,0.15681507,0.29351193,0.45871082,0.36963633,0.3241892,0.111651435,0.49015066,0.22467206,0.3392845,0.28241238,0.36353317,0.26036257,0.16871428,1.0,0.32079703,0.2514422,0.19665533,-0.06816347,0.22997406,0.30628213,0.21145062,0.44452885,0.2041689,0.45956048,0.17452677,0.32610226,0.31306598,0.57149017,0.08871981,0.19906285,0.1993865,0.23600288,0.23616695,0.4129312,0.16208437,0.40269154,0.14908338,0.22250208,0.38702607,0.33088863,0.3804028,0.27593255,0.15546039,0.38403276,0.32452318,0.2160065,0.08047216,0.53210104,0.14997557,0.34631523,0.25166982,0.2454983,0.24618606,0.09744218,0.18121493,0.14316687,0.22821233,0.3701099,0.49077162,0.36249223,0.26929483,0.20419529,0.28901124,0.16697018,0.35271737,0.37975731,0.29233983,0.47192594,0.3554744,0.31117964,0.15366454,0.17802453,0.1935729,0.45182052,0.36017254,-0.051228177,0.19863188,0.10620821,0.074684784,-0.04980717,0.2871574,0.21033452,0.09372043,0.043449003,0.29861826,0.2607187,0.3084746,0.3857694,0.3151175,0.04841825,0.09754366,0.30737114,0.31628707,0.41358355,0.22893633,0.047946595,0.29140705,-0.045610577,0.14694835,0.13908671,0.16560969,0.2525519,0.23155718,-0.0980829,0.4122638,0.37691668,0.19119307,0.4639117,0.42469773,0.2358858,0.17935608,0.34414583,0.120611876,0.3719979,0.21086471,0.42532706,0.31932747,0.32563344,0.46311593,0.24482214,0.16597345,0.15441045,0.0029628135,0.20069079,0.1490919,0.0776091,0.26376063,0.09436276,0.40549555,0.36726177,0.48526475,0.23966542,0.2606337,0.11494055,0.023449227,-0.16107894,0.34403852,0.24495167,0.3171288,0.2614194,-0.035509393,0.376235,0.351857,0.44030645,0.20241584,-0.07372494,0.049050495,0.1446307,0.24165758,0.3892283,0.20708801,0.16372533,0.24787894,-0.083913974,0.45291775,0.45366564,-0.01649268,0.39763188
happy,0.21100509,0.200924,0.11200563,0.14113645,0.100094266,0.28953317,0.1060695,0.28338403,0.14922331,0.41591272,0.22913542,0.2880773,0.4766384,0.3020498,0.17581515,0.27261546,0.23069778,0.20029174,0.041741412,0.11101836,0.20770954,0.17336376,0.3184725,0.13920102,0.36853537,0.059688713,0.193753,0.24421568,0.37112638,0.053339552,0.5416341,0.32079703,1.0,0.21522328,0.2793982,-0.06955774,0.23581639,0.41327706,0.11888403,0.32244924,0.22149114,0.2683539,0.1605363,0.027816776,0.28474754,0.2521562,0.32885265,0.09766832,0.28577226,0.259416,0.084989004,0.53902966,0.42779207,0.25239336,0.08433884,0.23815873,0.4745482,0.25606337,0.23153096,0.63769543,0.15955047,0.109278105,0.19143388,-0.007820242,0.12967616,0.17430449,0.12007614,0.25344312,0.43786916,0.1392227,0.51043165,0.20503414,0.33577403,0.2380433,-0.18946046,0.4427154,0.25089827,0.18786366,0.3587332,0.088262,0.25920472,0.114409894,0.4044102,0.28060985,0.15268046,0.2741235,0.4547768,0.10664118,-0.033527393,0.08030175,-0.020004371,0.27150935,0.39917833,0.12362572,0.12835446,0.14033502,0.37422562,0.20953904,0.10870013,0.16450472,0.1773682,0.18855526,0.63390476,0.23874058,0.5585093,0.41629654,0.17262746,0.1517275,-0.0010686886,0.061731488,0.18869479,0.26005766,0.16302875,0.15686484,0.2557917,-0.035578843,0.34492126,0.27219248,0.12551065,0.274592,0.17532003,0.04231471,0.23732361,0.10412102,0.22469448,0.3835639,0.13689263,0.3318233,0.6009224,0.15534247,0.17866354,0.17280538,0.16882141,0.5308172,0.40740886,0.18842877,0.42396504,0.13689375,0.15417433,0.30636084,0.35300824,0.26415515,0.10107519,0.14642093,0.19792078,0.61912286,0.3211981,0.145759,0.33368236,0.15396602,0.1147062,0.20876142,0.07254098,0.11380601,0.2103354,0.19674043,0.28057894,0.17043063,0.27677992,0.5220509,0.38152537,0.28889534,0.060305513,-0.05992552,0.26193714,0.19573496,0.13072337,0.4490916,0.095379144,0.14622387,0.19948149,-0.006227072,0.46625626,0.3291552,0.31505728,0.3812915
going,0.21622851,0.18281968,0.32215706,0.31718796,0.32733458,0.097564586,0.26647192,0.38241783,0.37629074,0.23998797,0.48269528,0.25244597,0.0893079,0.27937,0.33005136,0.202549,0.27898264,0.0879452,0.3341873,0.43855554,0.10757011,0.5916539,0.39201304,0.1338496,0.54197824,0.25501627,0.180162,0.26448083,0.2625772,0.3564374,0.18791609,0.2514422,0.21522328,1.0,0.4614842,0.17001976,0.39075166,0.15694864,0.09603887,0.30135605,0.46764922,0.21826944,0.20826845,0.5469286,0.05963593,0.5770891,0.08689857,0.11971322,0.29231766,0.17854851,0.24828342,0.42110458,0.28123915,0.41575804,0.21329825,0.47235295,0.26329088,0.38395646,0.4091339,0.2988847,0.30029145,0.096538685,0.21041498,0.13593002,0.22978057,0.23289436,0.13145654,0.26666304,0.3100706,0.14110763,0.01947226,0.10162244,0.3320445,0.03897911,0.22974326,0.29243115,0.39051273,0.19619545,0.24111618,0.55718803,0.15545712,0.34269786,0.4842762,0.0679662,0.29365262,0.49751875,0.32168838,0.18243402,0.10479739,0.059905287,0.31146744,0.2000709,0.17207961,0.23218957,0.32973173,-0.045323692,0.15770525,0.20038529,0.24403748,0.25690144,0.19971529,0.24724682,0.35019884,0.2998629,0.289265,0.53094,0.4123452,0.19522364,0.34159395,0.10299635,0.18652433,0.20823924,0.22594386,0.20975943,0.108656615,0.15155758,0.1846442,0.4401566,0.28894535,0.70328856,0.308316,0.28467423,0.5507005,0.41215962,0.06349495,0.26129207,0.43549135,0.2764088,0.28311005,0.27688825,0.21688578,0.5817517,0.31308118,0.19571927,-0.008551565,0.1188947,0.28077438,0.49716976,0.25944176,0.3281827,0.34066543,0.16488455,0.41415623,0.21704006,0.1720823,0.12297949,0.13377891,0.5187152,0.3329799,0.10633556,0.046608627,0.34582117,0.11123902,0.088267,0.56247425,0.45592478,0.32728958,0.4147962,0.24559668,0.05734202,0.25961035,0.50821525,0.21154837,0.061100516,0.2348892,0.21328397,0.41100445,0.37430194,0.2217892,0.36786866,0.23872192,0.2657047,0.49326,0.55125874,0.13400625,0.03900163
way,0.06908126,0.44992736,0.34699222,0.25665164,0.1500244,0.23854065,0.16140518,0.38039425,0.4898883,0.4543115,0.39824376,0.40236175,0.26525897,0.38926557,0.38027516,0.17811911,0.3101628,0.30480224,0.2845781,0.2827122,0.44499576,0.21189179,0.440231,0.21961236,0.38973832,0.037040707,0.3059762,0.26155606,0.3428164,0.34350267,0.27591264,0.19665533,0.2793982,0.4614842,1.0,0.018758943,0.545055,0.22153163,0.09300186,0.55023843,0.4176262,0.3004546,0.2848382,0.49713376,0.12917043,0.21089442,0.2489882,-0.046414886,0.28533483,0.1637026,0.10967942,0.47437286,0.15844919,0.21885398,0.15293768,0.6325977,0.24333477,0.5144556,0.5289293,0.28931388,0.4889617,0.31482154,0.089074984,0.25205255,0.2759356,0.33614555,-0.029198224,0.2794537,0.27163917,0.22043668,0.1884854,0.03703009,0.33521616,0.06768362,0.28470364,0.28234664,0.31171605,0.19837126,0.37381214,0.22693361,0.49904326,0.20000917,0.42541224,0.21199335,0.2893465,0.35397068,0.2197446,0.11978896,0.18597145,0.11676734,0.38705936,0.19920465,0.2524763,0.18596858,0.30082875,-0.043679934,0.25155035,0.07412334,0.27251118,0.29625547,0.0565396,0.14019547,0.41204628,0.27695176,0.12201317,0.23873654,0.4100632,0.18249713,0.26061416,0.1551613,0.32025295,0.18080455,0.40512922,0.39804745,0.25770468,0.098773316,0.38518646,0.36293992,0.26562902,0.49505943,0.33185276,0.22691543,0.52335286,0.5475698,0.1602801,0.243247,0.44961694,0.18348604,0.24583659,0.2373914,-0.06504707,0.46833488,0.38803533,0.325427,0.10468502,0.16160849,0.20222451,0.4757118,0.34191382,0.26654044,0.18607967,0.085071646,0.5395927,0.27847293,0.2475921,0.013128694,0.29624048,0.504583,0.39109346,0.1445263,0.11694119,0.19169942,0.15916465,0.14001547,0.35961765,0.4895537,0.19722909,0.24725516,0.31765503,0.08957334,0.27041778,0.419611,0.37156972,-0.0971151,0.06606107,0.113028124,0.52625436,0.25599712,0.30059633,0.19979149,0.08358992,0.022569705,0.4802973,0.4475106,0.057271335,0.36354738
new,-0.0010814798,0.038930874,-0.05714104,0.14896226,0.052995495,0.12233793,0.21197708,-0.016563386,0.06261671,0.040272124,0.050213523,0.15442061,0.067358814,0.027527489,0.05569587,0.24232131,-0.011530838,0.08967816,0.05276216,0.08384693,-0.10397625,0.07093383,0.10002101,0.35413787,0.092380695,0.13830756,0.021069802,-0.09476024,0.12671521,0.31702048,0.114644356,-0.06816347,-0.06955774,0.17001976,0.018758943,1.0,0.12701389,0.017676141,0.15443307,0.11928877,0.024034414,-0.039815858,0.0015702603,0.13954805,-0.035996452,0.09549165,0.18779865,0.3165096,0.017584532,0.33224392,0.012792162,0.064005546,0.05278009,0.13459785,0.28585318,0.024973461,-0.044971034,0.15296647,0.1669411,0.1406046,0.0042407895,-0.12621832,-0.04535576,-0.10238079,-0.10757811,0.041206677,0.28203693,0.17663074,0.39137924,0.11127997,0.20616475,-0.11980001,0.13049223,0.14952818,-0.067453384,0.22208801,0.106948294,0.051375493,0.19925918,0.0111701,0.1643032,0.13291433,0.14697237,-0.25187382,-0.04404205,0.057949726,0.25562465,0.042477485,-0.053575598,0.10498156,0.32605025,0.122767,0.09697195,0.010195421,0.00088421063,0.19179791,0.34710646,0.17049564,-0.06109263,0.26741123,0.20584877,0.16496678,0.03149876,-0.15468872,0.0653207,0.13777046,0.14123371,0.29414263,0.26724717,0.09185239,0.31458455,0.26038086,0.03563803,0.08271308,-0.08002465,0.21432793,-0.009769073,0.3510989,0.12329867,0.14057252,0.22924712,0.2030732,0.16105421,-0.19771011,-0.00051069574,0.08741301,-0.068719156,0.052255753,0.006648446,0.060814008,-0.0022231836,0.15778218,-0.029206228,0.1046389,-0.117222905,0.10417506,0.100111246,0.11340366,0.046357345,0.2942175,0.5383676,0.19761126,0.054968867,0.1609037,-0.06101498,0.19848724,-0.13976967,0.07310937,-0.08240777,0.0021185977,0.4823101,0.44920504,0.49242052,0.21676284,0.08089748,0.088151336,0.111213006,0.317801,0.33117008,0.17142746,0.07589764,0.1278423,0.25255978,0.4911216,0.05443967,0.19299246,0.14047971,0.13728912,0.27649117,0.1527821,0.46293887,0.16372766,0.08434613,0.1806047,0.4201312,0.007189672
life,0.073340446,0.2420828,0.30694768,0.25478402,0.041258115,0.3302139,0.27175266,0.36177185,0.56675386,0.39305514,0.1790235,0.37546486,0.32369113,0.23160927,0.36874178,0.19328396,0.30481905,0.1887152,0.17160471,0.18542902,0.3738133,0.23374923,0.3228342,0.08259854,0.3230458,-0.039191283,0.2912504,0.06933196,0.2862642,0.18404241,0.20807008,0.22997406,0.23581639,0.39075166,0.545055,0.12701389,1.0,0.31306013,0.1790582,0.44133678,0.30706537,0.21940146,0.17058024,0.36221933,0.111797385,0.1200961,0.21580707,0.017485164,0.22767001,0.16536452,0.12852365,0.3005716,0.2692385,0.06810163,0.19660226,0.4334802,0.21024616,0.27368444,0.3725697,0.4112434,0.5024629,0.33978602,-0.006429517,0.06824033,0.23565969,0.2632269,0.103756994,0.27977267,0.26066774,0.16304606,0.2207466,0.09285137,0.21855994,-0.019535864,0.06723449,0.03249401,0.272394,0.18060729,0.30496123,0.18413082,0.40119436,0.16797909,0.30910578,0.26209715,0.05104506,0.2910616,0.44027293,0.04151759,0.14593634,-0.060119797,0.3541859,0.18184222,0.49702263,0.10660334,0.3102665,-0.095637,0.22369565,0.046685077,0.1963982,0.28910577,0.08125756,0.27800626,0.5170502,0.35594144,0.22741033,0.15183187,0.3122871,0.20487458,0.26307863,0.24286667,0.40992302,0.16094543,0.4065024,0.3763618,0.25695276,0.16752934,0.4339144,0.27829772,0.14533556,0.3146681,0.47228295,0.23498586,0.313311,0.40427962,0.14213774,0.28494206,0.42009473,0.1485764,0.376116,0.1629945,0.097308956,0.27417156,0.25384852,0.42958552,0.08845174,0.10256542,0.1937194,0.36634383,0.17790504,0.3505188,0.18506674,0.14210354,0.32374838,0.49366257,0.2757015,0.21404257,0.46063343,0.39307716,0.38776326,-0.028536556,0.18834062,0.33179203,0.19859871,0.16837266,0.24736078,0.33997315,0.14192578,0.21851468,0.22817211,0.26650846,0.30951998,0.2844202,0.4927641,-0.10233925,0.15044756,0.27723432,0.5610503,0.2733568,0.26974317,0.14740969,-0.04316606,0.07427203,0.47834325,0.16870807,0.16827226,0.36863074
feel,0.45609665,0.14674151,0.28630295,0.13806818,0.3931335,0.2499423,0.1984149,0.40560573,0.17915778,0.27963957,0.18840177,0.50589013,0.22321351,0.47883996,0.17912097,0.26145196,0.34166786,0.2946329,0.28868088,0.15338875,0.37177363,0.22255671,0.26905233,-0.044839185,0.32173032,0.15691553,0.21575136,0.16814137,0.35851416,0.053878,0.31685165,0.30628213,0.41327706,0.15694864,0.22153163,0.017676141,0.31306013,1.0,0.25906637,0.34289193,0.21277165,0.44102266,0.17962515,0.24038227,0.13755813,0.12411311,0.25701863,0.022727001,0.5314173,-0.042821463,0.1226893,0.33439386,0.13553679,0.16178721,0.12969643,0.435203,0.32904,0.47097483,0.22489716,0.47047523,0.32271686,0.3207933,0.21040662,0.24564666,0.05131884,0.31223583,0.13183354,0.2660287,0.34131825,0.319005,0.2562647,0.040259346,0.20696314,0.37062165,0.05179433,0.20721959,0.51083803,0.20461386,0.39691952,0.3564121,0.44894496,0.18281946,0.44472674,0.1938392,0.23578972,0.22377452,0.28884298,0.18416616,0.0035188873,0.29301187,0.10426481,0.2970489,0.15035854,0.10025164,0.21294162,-0.15330856,0.24408112,0.23628931,0.48734596,0.43903092,0.0754762,0.21542728,0.4088982,0.20964842,0.20139234,0.2563288,0.2660719,0.11803749,0.2730593,0.38629305,0.24914011,0.21004626,0.2701587,0.35151732,0.36632004,0.14414954,0.23231724,0.21367645,0.24980792,0.2288906,0.2088123,0.1191241,0.36325422,0.390929,0.29780594,0.27192187,0.27395946,0.3903556,0.2888093,0.3079646,0.08410996,0.38262403,0.30833286,0.49569744,0.18843363,0.10932057,0.096743956,0.11441582,0.32912976,0.28275,0.09194065,0.14163247,0.18566428,0.17806457,0.32112452,0.11101197,0.320421,0.2152554,0.38436028,0.14268896,0.016335664,0.13379283,-0.023567082,0.22139522,0.38471547,0.23074655,0.14637718,0.31856653,0.08260146,0.280035,0.43539593,0.27063274,0.1549699,-0.19860741,0.06553287,0.26225087,0.23687372,0.34490442,0.009694213,0.12460631,-0.005466006,-0.12988153,0.43126044,0.13560624,0.1539221,0.5325343
ive,0.43492377,0.18337423,0.257558,0.24444921,0.23228443,0.045066953,0.17437875,0.21995693,0.2176983,0.11621612,0.2009862,0.27844268,0.06515022,0.21020696,0.13291839,0.0199616,0.21274476,0.08697239,0.22394244,-0.004403954,0.18509276,-0.0015007479,0.2452244,0.08463546,-0.010710104,0.39048296,0.44853225,0.36798277,0.35653132,0.26279274,0.33871147,0.21145062,0.11888403,0.09603887,0.09300186,0.15443307,0.1790582,0.25906637,1.0,0.23643439,0.28976345,0.16559601,0.2788318,0.21510015,0.06716725,0.29289111,0.3190647,0.3687115,-0.00024541534,0.22036335,-0.008165657,0.010130603,0.002331111,-0.004058927,0.13511543,0.31741992,0.21395765,0.32056272,0.20700017,0.290974,0.29352424,0.28076604,0.34587455,0.47191852,0.3052951,0.34064084,0.4232739,-0.0582771,0.27807105,0.18779325,0.057296053,0.019750055,0.17354922,0.21845716,0.110944524,0.11113366,0.37530673,0.07337905,0.20808709,0.30772576,0.37918237,0.27073106,0.105834015,0.02535804,0.25664794,0.11079186,0.20557216,0.097335204,0.04920027,-0.06911807,0.28588977,0.2625185,0.14803067,-0.09036334,0.17986377,0.31685048,-0.022170024,-0.035840765,0.35212418,0.14167035,0.13494097,0.63836414,0.14737888,-0.037879393,0.13578008,0.19940095,0.34183246,0.38162628,0.2730721,0.30329984,0.21992806,0.12817986,0.31000626,0.4449528,0.5189002,-0.035468735,0.15155707,0.23402938,-0.014478118,0.021933412,0.074927166,0.2110394,0.15669215,0.20757346,0.05231481,0.59297335,0.120621234,-0.015089713,0.11587165,0.57601637,0.15221515,0.28353238,0.16692857,0.06951218,0.021747125,-0.04130201,0.3509493,0.25890583,0.1967108,0.22672908,0.18053295,0.23841046,0.28409767,0.2558063,0.19190873,0.047041662,0.11076901,0.24846289,0.04966481,0.0285088,0.30663303,0.32023433,0.07822301,0.10192471,0.21039557,0.44771755,0.11820716,0.29511517,0.07642828,0.2691487,0.4771533,0.30483055,0.27307066,0.029976599,0.2397351,0.52889985,0.1351154,0.15372263,0.20774356,0.1803075,0.050504312,0.011781568,0.33210185,-0.009946809,0.027009487,0.19574916
always,0.17012148,0.3766163,0.27101704,0.3647975,0.08869092,0.44388798,0.30559084,0.3388439,0.22698158,0.31695005,0.26886243,0.52914846,0.39295006,0.45211077,0.24303274,0.2102524,0.32812926,0.3546402,0.2148699,0.15516824,0.4888302,0.12533742,0.49278644,0.23707706,0.317609,0.1758107,0.5710435,0.26144275,0.58339626,0.35812244,0.34756848,0.44452885,0.32244924,0.30135605,0.55023843,0.11928877,0.44133678,0.34289193,0.23643439,1.0,0.30899256,0.39567152,0.22244327,0.47311068,0.2581759,0.24387962,0.3552322,0.23429008,0.3611482,0.3310483,0.17214766,0.48022568,0.18392931,0.29912534,0.2503129,0.5097684,0.3856056,0.51836073,0.37607563,0.33543783,0.40845823,0.38132307,0.31477684,0.3249054,0.11134719,0.45435333,0.06039574,0.3172699,0.15902238,0.30469045,0.43957007,-0.045928273,0.22400513,0.24375135,0.19864348,0.36830282,0.4618263,0.31501642,0.5206501,0.21436411,0.56975967,0.2695581,0.43492785,0.31749907,0.42483008,0.40510848,0.2185251,0.29225996,0.15296556,0.007882233,0.09706092,0.35416886,0.29738915,-0.11828481,0.24363951,-0.046869755,0.37958705,0.0120590655,0.29668632,0.2898007,0.036740538,0.21556966,0.2882635,0.1416752,0.27732846,0.27577195,0.36197937,0.15974045,0.20095126,0.20852081,0.39881244,0.46509373,0.27807912,0.3070221,0.3082761,-0.010554951,0.2968839,0.25155362,0.30273563,0.4105047,0.3700501,-0.024852268,0.44637743,0.3486904,0.26182303,0.34739915,0.19920854,0.20061478,0.24053559,0.4415066,-0.041669566,0.41472638,0.2532573,0.52719784,0.24217837,0.19144922,0.34654686,0.25757778,0.4224181,0.25006774,0.1101263,0.19163005,0.29082823,0.20437558,0.21364686,0.049810767,0.43048477,0.43223202,0.3731781,0.05849896,0.19380784,0.2632697,0.064083405,0.042035803,0.49012655,0.381286,0.06240711,0.24599856,0.23406248,0.42604396,0.31792974,0.3054145,0.27523836,-0.07677795,-0.019566279,0.36153978,0.39511195,0.3322695,0.21864207,0.15362875,0.117630795,-0.17965473,0.43017614,0.33888814,0.15124628,0.6479481
work,0.23613723,0.084560856,0.26821384,0.17593837,0.32502654,0.1854803,0.24072284,0.2655009,0.30450052,0.25652105,0.22573128,0.37195322,0.23253916,0.33567995,0.23517965,0.25771025,0.28492746,0.20967637,0.274101,0.08169106,0.2439863,0.35397983,0.36883676,0.3235456,0.20230673,0.10822202,0.16620322,0.4151571,0.36065504,0.329789,0.4077292,0.2041689,0.22149114,0.46764922,0.4176262,0.024034414,0.30706537,0.21277165,0.28976345,0.30899256,1.0,0.25902113,0.15941374,0.35139123,0.3836621,0.2131265,0.2335726,0.06766274,0.22340636,0.13080901,0.24029586,0.3753991,0.03956138,0.21050955,0.007949286,0.43367496,0.25197276,0.2685223,0.38155124,0.1675208,0.175394,0.046061672,-0.011100815,0.1902166,0.19592835,0.05173232,0.12349285,0.40735584,0.35207278,0.50991684,-0.012784129,0.10448522,0.4714676,0.20585151,0.11480699,0.23907152,0.24911705,0.3359204,0.13582891,0.37209067,0.3411774,0.3446714,0.4204911,0.03518931,0.21519807,0.24897733,0.29585564,0.09430737,-0.11124533,0.119215764,0.26704854,-0.042381037,0.2710804,0.005312469,0.28112108,-0.04423421,0.06531205,0.029573513,0.3056054,0.45347792,-0.07250445,0.30345115,0.14116727,0.28293043,0.33592585,0.17062962,0.4813233,0.12793279,0.16359133,0.3027287,0.4090683,0.060455415,0.2786663,0.32295045,0.24212979,0.27921233,0.29160607,0.3059429,0.3162509,0.34360152,0.13843441,0.3207986,0.4853775,0.49254006,-0.051339272,0.25793615,0.4533444,0.4200548,0.28084013,0.29223362,0.021729266,0.36237198,0.25773662,0.09042334,0.16856916,0.4185308,0.22730225,0.3557521,0.26431817,0.24658392,0.2407513,0.069666706,0.649428,0.38034886,0.2928117,0.14013876,0.06007743,0.2888826,0.21252644,-0.12752007,0.1286473,0.17145948,0.09201738,0.24103794,0.24026452,0.3909903,0.37782866,0.52289283,0.1100895,0.1171546,0.44420943,0.28406695,0.1904715,0.1535514,0.48556396,0.13071717,0.32462537,0.41152266,0.501388,0.15905428,0.3744238,0.31698018,0.523593,0.36992347,-0.03712739,0.13681118
say,0.31070513,0.41790915,0.24242926,0.28772104,0.41077533,0.037647262,0.1820627,0.65816694,0.11811536,0.15788901,0.1654123,0.6196264,0.35463038,0.59311604,0.16126165,0.5918602,0.2945856,0.30797365,0.40841988,0.20205687,0.32081002,0.45404512,0.43273294,0.073546566,0.34299925,0.14926773,0.40941045,0.15552823,0.4557702,0.2042096,0.17510511,0.45956048,0.2683539,0.21826944,0.3004546,-0.039815858,0.21940146,0.44102266,0.16559601,0.39567152,0.25902113,1.0,0.28616998,0.45510018,0.20045872,0.15387112,0.10461459,0.11900828,0.3585529,0.022923041,0.4092989,0.31860206,0.005283553,0.20404948,0.035793204,0.29652685,0.44765046,0.45185134,0.27803034,0.35571975,0.36182567,0.43119568,0.58284897,0.3406172,0.059382707,0.41873616,0.12406428,0.41787001,0.24015753,0.40600586,0.2216627,0.16794188,0.065009214,0.32535493,0.39286518,0.3970556,0.61052144,0.49973425,0.25568837,0.2701759,0.28203756,0.4323206,0.42040828,0.31809226,0.5766326,0.3170703,0.30113435,0.5123367,0.26399323,0.3440851,0.21339144,0.5126513,0.1346067,0.22168335,0.17120357,0.14882578,0.22834209,0.11219375,0.42653283,0.5994048,0.20466852,0.18669356,0.29663733,0.22114792,0.25812808,0.4227219,0.23556872,0.093582,0.3365588,0.5357516,0.50000286,0.27540413,0.24466811,0.13265549,0.609773,0.092208914,0.14830382,0.17468868,0.4489834,0.18264563,0.38796532,0.009542597,0.50518805,0.4149552,0.39543182,0.4067736,0.1989545,0.3536685,0.12059422,0.29269594,0.05706972,0.4698479,0.397362,0.26911375,0.26393583,0.31375557,0.36510733,0.107907586,0.31559974,0.34867665,0.15387075,0.15211451,0.2233552,0.22465979,0.6654092,-0.054250337,0.23824674,0.2835508,0.555818,0.29853138,0.1338769,0.061022863,0.051225387,0.13658828,0.6557022,0.35605928,0.4163941,0.46223193,0.1604094,0.15704201,0.55969477,0.36364692,0.27208847,-0.12124835,0.048356283,0.29349774,0.13831477,0.312135,0.080678836,0.12882715,0.20467378,-0.042368717,0.24469218,0.1583687,-0.064814396,0.49177974
